Tiempo de transaccion (ms);582;1;1;593;5;1;1;2;12;2;2;2;2;9;1;4;1;1;5;1;6;2;5;2;3;2;2;1;3;1;1;1;1;2;1;1;1;2;2;2;2;2;4;1;2;1;5;2;3;1;1;1;0;1;1;1;1;2;1;2;1;3;2;5;0;1;1;1;1;2;2;0;1;5;1;11;1;6;1;2;1;3;1;1;1;4;1;1;5;1;3;0;1;1;2;1;1;2;2;1;1;3;9;1;1;1;1;1;1;1;1;1;0;1;2;1;1;1;1;1;1;1;1;4;1;1;1;2;1;0;1;1;1;1;5;1;2;1;2;1;1;1;1;1;1;1;1;1;0;2;0;1;1;0;1;1;1;0;6;0;1;1;1;0;0;0;2;9;1;1;1;1;3;1;1;1;1;1;1;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1
% Antes;0.0;44.2;29.5;40.8;37.2;49.6;19.2;38.7;47.5;32.7;43.7;44.5;21.6;73.7;66.0;82.7;51.6;59.4;8.3;2.7;1.8;2.1;1.2;1.0;2.1;0.8;1.3;2.7;3.4;2.2;1.0;2.0;1.7;1.6;1.1;0.8;1.2;0.8;2.5;0.9;1.6;2.8;1.3;1.0;1.0;0.8;1.0;3.9;2.2;0.9;0.8;0.7;0.8;0.9;2.2;1.0;0.8;0.8;0.8;2.9;0.7;2.1;21.2;3.3;3.3;0.7;0.7;0.6;0.8;0.9;0.7;1.1;0.6;0.8;0.9;0.7;1.4;0.9;1.0;1.1;2.8;1.0;0.8;0.8;0.8;2.3;1.5;0.6;0.7;0.8;0.8;0.8;0.6;0.8;0.8;0.9;0.9;0.9;6.4;2.1;0.6;0.8;2.8;2.6;1.3;2.7;0.8;0.6;0.7;0.8;0.6;0.6;0.6;1.1;2.7;1.7;0.6;3.7;0.5;0.9;1.9;0.7;0.7;0.9;9.5;0.6;1.0;4.2;5.7;0.7;0.6;0.6;0.6;1.0;2.8;0.8;2.6;0.8;0.7;0.7;0.6;3.6;0.6;0.8;0.7;0.9;0.6;0.6;0.6;0.6;1.6;0.6;0.7;0.7;0.6;1.9;0.6;0.7;0.7;2.4;0.7;1.6;0.6;0.6;0.7;0.6;0.6;1.4;1.0;0.8;0.6;2.2;0.6;0.8;0.6;0.6;1.0;0.8;9.2;0.6;1.0;0.9;0.9;0.6;0.6;1.0;0.6;1.4;3.6;0.7;1.6;2.4;1.4;0.6;0.6;1.3;0.5;0.6;0.6;0.6
% Durante;0.9;37.5;39.5;26.2;23.5;20.7;42.4;34.9;-4.3;26.6;38.3;66.0;60.5;42.0;337.5;71.6;39.3;47.0;4.9;23.8;3.1;31.7;3.7;29.5;10.0;23.5;46.9;32.5;8.1;25.7;31.5;30.4;24.8;17.1;28.7;30.8;12.5;30.0;20.5;26.4;39.0;30.2;18.6;34.5;12.2;15.0;10.4;13.8;3.8;36.9;14.8;21.6;16.1;15.2;16.8;13.0;12.3;11.7;43.0;20.8;31.8;11.8;34.6;25.0;17.4;15.5;15.5;15.5;19.0;33.9;44.9;16.4;32.8;2.8;29.5;18.5;16.6;5.6;28.2;8.0;15.6;4.1;28.1;32.6;31.4;35.3;15.3;15.2;5.2;15.4;32.2;32.0;11.7;15.6;24.7;14.8;16.3;16.8;34.6;14.2;15.1;3.9;29.1;17.3;16.1;37.2;15.1;19.1;21.5;16.0;15.4;15.7;15.4;32.4;8.3;19.7;19.7;15.2;15.5;32.7;26.9;14.8;7.1;23.8;42.2;33.0;21.0;21.9;15.0;36.3;15.8;15.0;13.4;29.6;2.9;40.2;5.9;12.2;11.3;13.3;26.4;14.7;31.6;15.2;14.2;15.7;14.6;14.8;15.3;31.8;14.9;10.1;15.2;15.3;22.0;17.3;15.1;15.0;41.3;15.6;33.4;15.3;11.1;14.1;16.0;12.5;15.6;1.6;14.2;30.3;11.9;14.8;2.6;14.4;15.8;15.4;14.1;31.9;14.8;0.7;14.2;26.3;14.9;11.2;14.3;14.9;18.1;36.8;15.0;29.8;44.2;14.9;14.9;23.7;15.3;14.7;14.7;15.1;15.1;37.4
% Despues;61.7;42.6;41.9;76.3;19.9;38.5;37.8;1911.5;31.2;63.6;26.2;32.8;45.9;65.0;47.4;45.8;40.8;61.5;6.5;20.2;11.8;22.8;30.0;10.9;22.1;21.5;27.2;28.3;22.0;13.4;26.5;22.6;17.5;9.5;26.1;14.1;14.1;12.0;14.2;38.5;35.5;16.7;12.8;17.0;15.8;18.4;13.3;17.6;10.7;39.4;15.9;31.6;16.5;13.1;27.8;12.0;14.8;13.6;41.0;13.5;34.4;21.6;36.3;22.0;16.2;15.6;15.1;10.8;35.5;12.5;34.9;14.6;17.0;12.2;30.3;15.3;35.2;15.5;17.9;13.0;13.4;7.3;20.1;13.2;33.3;21.1;15.7;16.3;3.1;15.7;24.1;15.5;10.5;16.2;15.2;14.4;17.7;23.7;35.2;16.7;16.1;10.0;27.2;30.8;29.8;32.6;17.2;14.8;15.2;15.4;16.9;16.1;16.0;36.2;12.7;12.9;26.7;16.3;20.3;35.7;13.1;10.3;16.6;30.6;26.6;35.4;30.4;13.4;13.5;16.3;13.3;16.4;14.6;35.7;16.3;36.5;10.7;13.6;14.0;13.0;41.8;15.5;27.2;16.4;11.8;15.8;15.3;16.5;16.1;4.6;16.8;10.2;16.1;16.5;37.6;17.2;15.5;15.4;31.5;16.3;35.6;9.5;11.6;16.2;15.9;16.4;31.3;3.5;15.4;15.4;23.1;16.5;16.8;16.3;8.9;17.3;9.8;33.7;10.1;11.8;17.7;19.0;16.7;12.9;6.9;16.5;13.3;35.8;16.0;15.2;35.9;27.6;9.2;10.8;15.9;16.4;16.5;14.7;16.3;26.0
Conexiones perdidas;0
