Tiempo de transaccion (ms);443;14;11;12;11;22;12;21;13;17;46;16;11;15;10;12;10;8;11;7;8;10;7;11;9;135;11;7;7;6;10;24;9;9;14;12;6;6;8;11;9;11;7;7;71;38;7;8;7;10;13;39;6;8;7;6;12;16;5;4;5;13;11;11;24;5;9;8;11;18;20;6;13;8;7;10;6;7;10;5;12;15;10;9;14;12;5;5;4;4;5;16;6;11;4;11;6;16;43;16;4;4;6;8;5;4;6;5;5;6;5;4;4;5;6;4;3;7;13;9;4;4;7;6;6;6;6;6;6;4;3;4;4;3;6;5;6;5;7;3;5;3;3;12;16;3;12;2;12;43;21;5;6;3;3;5;3;3;3;9;17;30;6;4;4;5;5;4;4;11;25;7;3;4;4;10;13;3;6;5;5;10;7;4;5;6;4;3;4;9;10;12;5;9;6;3;3;4;12;5
% Antes;0.0;18.2;21.0;12.9;45.5;36.9;31.0;25.7;15.6;43.6;21.7;11.4;24.2;40.9;65.5;27.3;48.4;52.9;48.7;40.3;41.6;25.7;41.0;34.3;35.4;25.8;31.2;22.6;40.1;48.9;66.1;35.0;40.3;42.6;20.9;24.2;25.0;21.5;27.6;29.6;56.7;37.9;53.6;42.4;8.0;21.0;29.5;19.5;22.8;4.1;7.3;22.2;18.3;6.4;22.2;23.8;15.8;9.6;15.5;7.6;2.5;1.6;2.7;14.3;7.7;2.9;2.7;3.2;1.9;2.2;14.7;32.2;13.5;12.0;22.6;13.8;12.7;9.0;6.7;2.2;1.4;7.4;2.9;1.9;2.2;3.8;17.1;1.4;1.7;1.5;1.3;1.9;15.6;4.5;2.0;15.2;1.7;24.1;8.9;15.1;1.5;2.0;1.4;9.2;18.1;18.4;1.6;4.5;3.3;1.6;3.6;10.3;1.2;3.3;2.0;5.2;3.7;1.2;24.0;14.3;20.2;21.7;13.4;13.3;1.4;6.3;2.5;1.8;6.7;7.1;1.1;1.2;1.6;4.0;15.4;20.5;16.6;11.4;1.3;10.4;1.4;1.5;1.2;1.3;7.2;15.0;1.6;13.4;1.4;23.4;15.8;20.9;22.8;16.4;7.2;1.1;1.3;5.5;1.2;1.2;8.7;7.4;9.0;6.3;2.0;2.2;1.8;7.3;1.6;1.7;2.4;5.4;1.8;1.2;7.3;1.5;1.8;2.1;1.3;1.5;2.4;1.4;2.2;5.2;1.7;1.5;23.0;1.6;1.3;1.7;3.0;2.1;7.6;3.4;3.8;1.4;1.4;1.2;1.1;0.9
% Durante;27.5;14.4;17.0;17.4;21.2;46.0;23.1;12.8;17.2;21.3;15.6;9.9;28.3;19.6;25.2;21.0;29.2;21.1;36.2;35.3;35.7;31.2;36.3;41.7;37.6;36.7;26.7;19.1;14.0;40.0;55.1;31.2;27.9;26.6;28.3;15.4;12.0;12.2;32.5;38.3;44.6;41.0;38.9;36.7;11.7;12.5;35.1;12.4;25.9;18.1;25.0;5.8;12.8;19.3;25.9;21.1;23.8;7.9;19.6;16.1;26.6;6.5;8.9;14.1;6.4;13.2;9.4;15.2;17.4;9.3;11.7;34.5;11.4;26.4;25.3;6.0;18.6;24.4;20.6;21.1;5.3;15.8;10.5;7.9;7.8;33.7;12.4;10.4;21.0;17.5;35.7;19.8;16.4;7.6;23.5;21.6;27.3;40.1;14.7;4.0;16.4;27.8;20.8;30.1;31.1;15.7;25.0;15.6;11.2;30.7;17.4;17.4;16.5;17.1;17.9;18.8;17.5;18.9;36.5;17.2;18.1;40.0;10.4;9.0;10.3;41.6;14.6;13.1;10.8;17.2;17.2;16.3;35.7;30.2;15.1;54.3;12.1;23.0;29.9;17.8;14.9;16.5;18.1;20.6;11.6;17.7;8.1;17.6;30.1;23.6;16.6;40.9;20.7;18.6;16.3;16.5;17.4;18.1;10.5;12.8;3.5;1.5;27.7;16.6;17.9;12.7;14.5;14.7;16.2;16.4;7.7;10.2;17.4;13.7;17.6;8.7;17.5;17.1;18.0;35.7;13.4;12.7;17.1;17.8;9.9;29.9;39.9;22.9;14.6;23.7;36.0;31.5;12.4;14.3;7.1;17.5;16.4;17.8;23.5;17.0
% Despues;21.4;17.1;18.7;31.3;24.9;14.0;19.5;19.9;20.8;25.8;7.1;19.7;41.2;45.5;14.6;38.3;31.9;41.7;33.0;33.9;55.8;31.3;24.9;35.2;27.4;18.4;33.9;48.4;27.1;61.9;27.0;30.7;29.1;41.0;26.7;36.6;17.5;25.3;29.0;35.5;54.8;82.4;55.2;43.8;17.2;24.6;22.6;13.3;24.7;10.6;18.2;9.8;19.1;8.6;35.1;29.7;17.3;4.3;23.3;17.7;32.0;9.0;8.0;13.9;10.8;15.0;12.8;11.9;26.0;25.9;8.4;33.0;4.6;47.3;16.9;16.3;16.9;16.9;26.0;15.4;29.5;3.5;18.4;14.4;14.2;21.7;16.8;16.9;18.3;11.4;38.6;19.4;22.7;15.4;14.9;15.4;24.0;25.2;9.8;15.4;13.4;14.8;35.1;24.6;34.8;16.2;36.7;23.0;15.8;31.4;24.9;15.4;33.4;15.7;29.1;40.5;30.6;28.2;19.7;19.7;17.5;16.2;26.8;15.0;18.7;21.0;12.0;14.8;32.8;14.6;18.5;31.6;38.0;18.9;26.3;37.3;22.3;19.0;22.1;19.9;15.9;18.7;19.0;33.7;38.6;16.9;20.8;18.6;26.5;21.6;38.3;30.3;23.2;28.3;15.2;12.7;33.9;19.2;18.4;14.8;10.9;18.6;45.5;15.1;13.7;17.5;40.1;21.9;15.9;3.9;18.5;13.6;17.5;36.8;18.2;6.1;2.2;16.9;5.3;24.5;13.4;7.1;26.5;18.8;19.1;37.0;18.0;18.8;16.5;22.0;39.9;26.4;35.5;17.4;19.2;17.7;17.5;8.6;16.4;15.8
Conexiones perdidas;0
